"token","embedding1","embedding2","embedding3","embedding4","embedding5","embedding6","embedding7","embedding8","embedding9","embedding10","embedding11","embedding12","embedding13","embedding14","embedding15","embedding16","embedding17","embedding18","embedding19","embedding20","embedding21","embedding22","embedding23","embedding24","embedding25","embedding26","embedding27","embedding28","embedding29","embedding30","embedding31","embedding32"
"containing","-0.41040924","0.2669542","0.24621521","0.42965537","0.28804162","0.1286751","0.49442577","0.32217142","-0.15675533","0.56494343","0.38376036","-0.07656117","-0.32842982","-0.16892315","-0.47256878","-0.04494999","0.28375524","0.33908918","0.18190534","0.25552067","-0.34670815","0.25228298","-0.06998124","0.31601837","0.19082753","0.32476184","-0.6922451","-0.34511426","0.57507193","0.16028318","-0.34603223","-0.35561228"
"broad","-0.36240268","0.035034318","-0.4595553","0.54099387","-0.0063969437","-0.5223097","0.11342025","0.27517694","0.009722862","0.546966","0.1405336","0.5776243","-0.66440344","0.08253333","0.092506826","-0.20655467","-0.40948024","0.109465934","0.39653516","0.5161966","-0.26415583","-0.12936203","-0.02199013","0.3779008","0.46383432","0.04301149","0.73452103","-0.22659205","0.22218387","0.14643073","0.40530172","0.55513185"
"conferences","0.43417144","-0.6208527","-0.34188822","-0.5978652","-0.42209777","-0.358967","0.1523031","-0.39923552","-0.09242185","-0.53092104","-0.28212714","-0.57280797","0.21758683","-0.025361568","-0.16692008","0.03431385","-0.4294423","0.11212631","-0.067206085","-0.17809328","-0.31102645","-0.84615946","-0.36331928","0.26510352","-0.06311138","-0.09648304","-0.30212918","0.33065343","0.3318901","-0.37870246","0.39894402","-0.6404499"
"held","-0.51464","0.49650374","0.27795446","0.34144545","0.3185475","0.17365491","0.14830533","-0.12369922","-0.28528684","0.4156483","0.2836878","0.3410623","0.19075805","0.16105716","0.10123796","0.55101866","0.6023657","-0.29849935","0.29301938","-0.65816265","-0.6002053","0.47927353","-0.5388302","0.36616713","-0.48107943","0.16361989","-0.7992385","0.33596563","0.15302324","0.46183506","-0.2823163","0.33534056"
"march","0.11697826","-0.19834548","0.425104","-0.7230264","-0.5035283","-0.16964479","-0.5194757","-0.004759707","0.25439486","-0.65680337","-0.2235091","-0.198667","-0.039238904","0.076055124","-0.2942959","0.28378028","0.4728073","-0.50506765","-0.5908695","0.24048407","0.15792339","0.30085334","0.86124825","-0.1807135","0.15450172","0.6680789","0.4291413","-0.052013107","0.50996894","-0.12299416","0.16781358","0.16918233"
"april","0.40471157","0.50611836","0.03235385","0.60998636","0.32399505","-0.08675068","0.17863153","0.8232261","-0.4105926","0.178458","0.0287814","0.023799935","-0.26783872","-0.71854806","0.3074358","0.34126547","-0.8737138","-0.31275293","-0.80381316","0.22013673","0.3431386","-0.7457039","-0.5408337","0.25795972","0.48206976","-0.39743325","0.30812252","0.34972262","0.32730532","-0.46161866","-0.12456828","-0.42078722"
"discuss","0.6823269","0.2629663","-0.8033136","-0.4860448","0.47063544","0.02948006","-0.49522585","-0.4482365","-0.45948994","0.097287506","-0.07019524","-0.6036926","0.23810762","-0.65689963","0.20566136","-0.88490987","-0.22304541","0.52827096","0.30893326","0.09132285","0.14649673","0.16504143","-0.032707307","-0.2642426","-0.42882562","0.124898925","-0.51650375","0.71366423","-0.13130805","-0.24505408","0.72194487","-0.5459043"
"thoroughly","-0.46925515","0.37176856","0.31419748","-0.116715275","-0.22176526","0.32889512","-0.4396911","0.21517868","-0.025278864","-0.2879441","-0.4906097","0.12427177","-0.65107644","0.6409597","-0.47515854","0.49913222","0.42689013","0.14880767","0.44706213","-0.09598345","-0.47306025","0.03732474","0.077530175","0.47786707","-0.19935106","0.11737518","0.32516658","-0.64151645","0.3680837","0.2193584","-0.16876873","0.4505014"
"attended","-0.24208365","-0.3629254","0.5305331","0.6126671","-0.09006166","0.09625812","0.29361752","-0.029882947","0.0461934","-0.00069838826","-0.3315313","-0.61704427","0.18217564","-0.11510188","-0.14716902","-0.021953614","0.5959496","-0.5493858","0.42748427","-0.16866945","0.30325502","0.5225067","-0.3031579","-0.26068404","0.45667797","-0.5440773","-0.059575744","0.77911735","-0.3890817","-0.10577818","-0.5655319","0.1697097"
"research","-0.31644908","0.28747636","-0.3198998","-0.50383925","-0.48570222","-0.47590742","0.43377864","-0.15932868","0.6085726","-0.5286131","0.4599321","-0.019074112","-0.5699093","0.26618958","-0.006773626","-0.05959794","0.3146457","-0.24516162","-0.7823265","0.104501285","-0.5009114","-0.9440561","-0.054276533","-0.58546597","-0.26347348","0.49622267","0.6426723","-0.14975153","0.0076955017","-0.5051176","-0.729038","-0.382742"
"workers","0.70792323","-0.31672925","-0.14055324","0.058108896","0.4176811","-0.11442519","-0.34460488","0.14066938","0.053708106","0.30801916","0.17117423","0.2977136","0.4720786","-0.0039230767","0.40061578","-0.43326795","-0.37366992","0.454179","0.13137668","-0.19946142","-0.22629921","0.43931356","-0.50989205","0.5719992","0.4883728","-0.20043309","-0.5187808","0.099633954","0.153896","0.22675481","0.4070103","0.5183805"
"teachers","-0.5177884","0.16206461","-0.11776203","0.48216963","-0.05961741","0.33144075","-0.6673414","-0.24435432","-0.76900965","0.4075459","-0.86049473","-0.44213104","-0.21990877","0.018864054","-0.70315","0.4693112","-0.2504381","0.13780102","-0.1929479","-0.21389061","0.4030842","0.38961872","0.031195585","0.11129751","0.35807174","0.38000122","0.58124304","-0.4158296","0.0019830624","0.25850576","-0.24292329","-0.39993358"
"business","0.594581","0.72105646","0.6034059","-0.32397893","0.2097993","-0.14617439","0.04540951","0.185058","-0.36807296","0.31095305","-0.60277504","0.35686266","-0.19418275","-0.60666674","-0.49918026","-0.14911823","0.33736402","-0.2519261","0.0077504246","-0.039392255","0.18725373","0.5367605","-0.08929721","-0.49005428","0.12210872","-0.58639187","-0.27266726","0.3202193","-0.38705382","-0.041203726","-0.14801258","-0.6607489"
"executives","-0.451468","0.13263777","-0.6726391","-0.20533177","-0.25136656","-0.61864674","0.085812666","0.2924129","-0.4071254","-0.58608943","0.27255413","-0.049328275","0.58452696","0.0119836135","0.789588","-0.3373479","0.66469365","-0.6415467","-0.14363071","1.0372328","0.63830405","0.6023332","0.16336915","0.09476684","-0.41921383","0.4561284","0.3324327","0.28835553","0.8682476","0.111812055","0.4713425","-0.46687907"
"leningrad","-0.42930356","0.117204495","-0.63308626","-0.43914247","-0.29331166","0.6345777","-0.1926389","-0.022396162","-0.16310516","-0.18579334","0.121301","-0.87287295","0.12942523","0.39521217","-0.42514542","0.90542924","-0.40770555","-0.18202494","-0.02022392","-0.26014504","0.048334584","0.2665488","0.031622123","-0.4788249","0.21177018","-0.10744222","-0.10449964","-0.51495206","-0.297739","0.5903353","-0.07192176","0.13620271"
"kiev","0.4236682","-0.8631359","-0.19547744","0.693305","0.21104786","-0.2324118","0.13102779","0.37089267","-0.09168906","-0.12371158","-0.4694371","0.66818094","0.22100963","-0.24257888","0.67259276","-0.58771765","0.81799304","-0.34323233","-0.49625704","-0.3880617","-0.7565027","-0.74016577","0.74762183","0.36239117","0.74938273","0.5119669","-0.5352743","0.619176","-0.23368171","-0.16526942","-0.10833333","0.3260959"
"minsk","0.13237159","0.5618199","0.56780756","0.42621443","-0.64731246","-0.30925384","-0.25618735","-0.42329803","0.10686836","0.49677676","-0.17389804","0.15805578","-0.9086529","-0.87435544","0.298988","0.2512999","-0.15112118","0.29118448","0.93376607","0.41216025","-0.27531704","-0.35942346","-0.4619433","-0.42425448","-0.41382205","-0.11923468","0.57862836","0.117268175","-0.14357957","0.6677235","0.10347292","-0.45335186"
"riga","0.32733226","0.80601877","0.33402434","-0.12826476","-0.6200614","0.14432606","0.36747053","0.57068914","0.106268","-0.2210572","-0.026008578","-0.74686706","0.548076","0.55238533","-0.5154738","-0.503658","-0.41533694","0.2828601","-0.37333202","-0.6282038","0.96544474","0.21386473","-0.54785615","0.5611685","-0.71628594","0.016765788","-0.06542877","-0.5844962","0.60574234","-0.7659796","0.19284107","0.6864858"
"tallinn","-0.2467112","-0.18905747","0.059205092","-0.37857595","0.5244042","0.5685096","0.20261127","-0.59376615","0.54689634","-0.5512004","0.77918434","0.20672993","-0.46823946","-0.11905096","-0.4476505","0.116455756","-0.48753783","-0.1666717","0.73014885","0.12456409","-0.010103147","-0.4492131","-0.41430283","-0.7634843","-0.16073394","-0.4726294","0.2782166","0.03550212","-0.63598746","0.13006327","0.40525937","-0.27206364"
"vilnius","-0.5573001","0.046316206","-0.55760866","0.13472593","-0.4681713","-0.5510994","-0.08064038","-0.033125546","0.17470483","0.52060896","-0.60293883","0.31958795","-0.9149515","-0.5170404","0.9152673","0.5231068","-0.46601886","-0.5215161","0.082670584","0.46783337","-0.55073303","0.37372592","-0.44120312","0.55757093","0.19808516","0.8162087","0.3570092","0.56403196","-0.013850136","-0.75851864","-0.419571","0.6152656"
"tbilisi","0.45849746","-0.3873821","0.36028087","-0.070580944","0.3132076","-0.42146087","-0.5491831","0.07669391","0.44382316","0.0059219385","0.44204488","-0.21057893","0.6183083","-0.20004655","-0.41199037","0.42617834","0.6864383","-0.48298886","-0.34126407","0.3769381","-0.5033193","0.1250472","0.9215439","-0.027920831","0.48764834","-0.32209986","-0.9668337","0.37066257","-0.20524946","0.71880597","-0.6044905","-0.73131734"
"erevan","-0.4555912","0.8262392","-0.013217115","-0.6992834","0.5623642","0.07603312","0.06615073","0.15414014","-0.7001242","-0.28681865","-0.42257568","-0.47125483","-0.52223927","0.40809444","-0.40583667","-0.46670648","0.025981525","0.48245963","-0.7219499","0.37781912","-0.24768385","0.36234814","0.17796133","0.8402258","0.3481054","-0.67818594","0.42022747","0.43723184","-0.14413631","0.2700441","-0.2026884","0.3998031"
"baku","-0.2776425","0.03184597","0.8105688","0.2390421","0.40299502","0.38151294","-0.22650364","-0.061066408","-0.23739704","-0.1979558","-0.15540126","-0.72722566","-0.35622233","-0.34032708","0.20071511","-0.8355083","0.3629103","-0.2511771","-0.46373472","-0.3440553","0.53498554","-0.47606435","0.41817257","-0.63454276","0.72364324","-0.046351805","0.07657385","-0.6478157","0.83729625","-0.83792573","-0.42335328","-0.729035"
"tashkent","0.52244365","0.30434656","-0.42304796","0.38352206","0.07095892","0.29194286","0.22663112","0.82129455","-0.67515546","0.34489053","0.25054082","0.7278301","0.20239368","0.016361384","0.36687177","0.43576995","0.026618063","-0.5807101","0.40254614","-0.114020206","-0.32713583","-0.50676686","-0.40838552","-0.6765383","-0.25502428","0.32246837","-0.029115131","-0.30382818","-0.100317635","-0.4503888","-0.44470245","0.40914607"
"ashkhabad","0.6952675","0.85964173","-0.49249032","-0.045626722","-0.24557771","0.53811824","0.01847911","-0.1471604","-0.70873296","-1.102476","0.4881692","0.48690924","-0.026375981","0.47327042","-0.427421","-0.15790968","0.31681034","0.8673063","0.57076716","0.21856947","0.5366771","-0.5969897","-0.17263703","0.9650761","-0.2316389","-0.21779265","0.22155209","0.12529494","-0.09092242","0.061081745","0.15517193","-0.11707123"
"stalinabad","-0.47240585","-0.66423666","-0.09836954","-0.058276817","0.56756485","0.40080333","0.17714204","0.9009147","0.6793968","0.4255941","0.53486","-0.46525648","-0.8591314","-0.5046987","-0.23927249","0.59827614","-0.7448529","-0.8572757","0.09403849","0.3724037","0.11044412","0.91859144","0.50827575","-0.45488814","-0.48928726","0.6353851","-0.46795225","-0.06596664","-0.4729744","0.028451402","0.049321562","0.057297885"
"alma","-0.026726063","-0.33211675","-0.24016862","0.34978262","0.630649","-0.2237273","-0.34905723","-0.29828525","-0.6504353","0.5096793","0.45429468","0.4061414","0.9069486","0.5222536","-0.23383574","-0.30035296","0.6017252","-0.75250065","-0.09880933","0.6141392","-0.398599","0.51082504","-0.42156625","0.207756","-0.22698556","-0.31244662","0.4767923","0.32832924","-0.33052814","0.1002398","0.54595876","-0.56866854"
"ata","-0.42432567","0.6009973","0.5463939","-0.629293","0.34300545","-0.85895693","-0.45238325","0.07577638","-0.1500368","0.49395666","0.027681984","0.58622813","-0.522018","-0.30914253","0.63212955","-0.55198735","0.36170712","0.4753983","-0.1741444","0.13967802","-0.11148455","-0.3050537","0.11545826","0.74696237","0.010106309","0.44605887","0.5654074","-0.2696579","0.97813237","0.28178436","-0.15541236","-0.17029639"
"sverdlovsk","-0.5039288","0.18795194","-0.1128943","-0.07779551","-0.50837994","0.24486431","-0.19642468","-0.57418865","0.32700107","-0.36650446","-1.1970263","-0.9805086","0.3912385","0.48470405","-0.60589933","-0.224435","0.16763827","0.30567324","0.04938784","-0.7705327","-0.42482543","-0.40314913","-0.5584405","-0.50173223","0.4357557","-0.4004046","-0.44218054","-0.47164237","0.6400199","-0.24655539","-0.66966873","0.47792596"
"carefully","1.3355845","-0.32028693","-0.4002259","0.023401808","0.027841132","0.42255443","-0.24722463","-0.098707624","-0.20979756","-0.28136","0.42686063","-0.5654463","0.11598596","-0.5305281","0.5873566","0.08226483","-0.15966818","0.24295889","0.4410612","0.04883599","0.25388432","-0.25399086","0.057904273","-0.6002331","-0.5308717","-0.20144819","-0.18219437","0.37072283","-0.890027","-0.22587293","0.7274287","-0.25501812"
"studied","-0.27156729","-0.023535736","0.5510369","0.13380842","-0.44910458","-0.28175247","-0.107689336","-0.38163906","0.070238456","0.13191278","-0.48197567","-0.24460636","-0.19033928","-0.33372873","0.11507481","-0.38247773","-0.03412727","-0.18851443","-0.4502211","0.2684227","-0.18999882","-0.10142632","-0.20249793","-0.28066003","0.5569456","0.019274453","-0.07521809","0.48050198","-0.26380804","-0.36671486","-0.34413445","0.20908263"
"meetings","-0.11470351","0.25661352","-0.16949143","0.3112677","-0.17099352","-0.33857834","-0.07968604","-0.46166384","0.24813186","-0.27756494","-0.07137012","0.4201412","0.3957774","0.07124029","0.18665592","-0.065017395","0.38079393","-0.36077797","-0.008959854","-0.6595006","-0.06477952","0.30858225","0.029050954","-0.060261164","0.2740862","0.5788293","-0.24695538","0.31230706","0.5548401","-0.18137354","0.03463252","0.44018653"
"tried","-0.3606772","0.2982131","-0.00642426","-0.0760565","-0.021040501","-0.37692901","-0.6115958","0.0674972","-0.0156807","-0.21680865","0.1321526","0.46741155","0.036610257","0.35441336","0.18488514","0.5059322","0.55084217","-0.408171","-0.061140757","-0.058450613","-0.223766","0.5334738","-0.2948862","0.3850287","-0.26805922","0.18095252","0.13195695","-0.20141463","0.38535246","-0.39922276","0.4290234","0.2823776"
"use","0.0076710344","-0.60839003","-0.32574102","-0.30294204","0.511481","0.158518","0.021256251","0.32399663","-0.2377524","-0.29501283","0.1571339","0.1896403","-0.10084483","0.29551715","-0.44875938","-0.10930887","0.29914752","-0.027194634","-0.044836216","-0.06569788","-0.42614466","-0.1460671","-0.15412666","-0.30582154","0.03987866","0.39303747","0.12500305","0.060648445","0.24560145","0.15741803","0.14167571","0.025629232"
"same","0.2849965","-0.062432658","0.31536707","0.06910453","0.026796548","-0.7227309","-0.35002992","-0.60748094","-0.302279","-0.3476335","-0.011841818","-0.27684534","-0.6496244","-0.2866864","0.08856589","0.6584539","-0.45012468","-0.09581915","0.24213631","-0.6771941","-0.2635713","-0.013078672","0.6256918","-0.6775219","0.22829834","0.5113707","-0.41824457","0.17635295","0.07116833","-0.82581997","-0.42761746","0.42972538"
"time","0.21888292","-0.26103577","-0.1785322","-0.52659816","-0.52835685","-0.07622783","-0.58262575","0.43340284","-0.39681524","-0.14635073","-0.13148251","0.09086385","0.44288957","0.2400752","0.38522425","-0.22859098","-0.09480439","-0.2672621","-0.5636165","0.76143724","-0.5620012","0.091943935","-0.4039598","0.9009294","-0.027942633","-0.4105576","0.49255192","0.1834222","0.38852417","0.35248944","1.0330098","0.15808223"
"maintained","-0.5754264","0.30875012","0.22293231","0.19195831","0.86833364","0.5691547","0.06587504","0.24592075","-0.4390527","-0.0073245093","-0.1637609","-0.15105452","-0.23915233","-0.37499413","-0.3234463","-0.19172159","0.5651126","-0.5964855","-0.38235617","-0.29662606","0.29487684","-0.33273804","-0.050895818","-0.43507957","0.40995038","-0.50808835","0.7661117","0.39301068","-0.2450956","0.3455138","-0.31841788","-0.33740577"
"point","-0.53926414","-0.09285256","-0.2960799","-0.051311366","-0.06854649","-0.30848342","-0.36795127","0.1855083","0.31272805","-0.105664656","-0.273824","0.05242449","-0.17081918","0.26193327","-0.12937747","0.017630441","0.031082768","-0.044784863","0.08306891","-0.31372422","0.5335624","-0.57272124","0.3874554","0.44874993","0.13211612","0.57895577","-0.35001075","0.097175404","0.20359838","-0.5408867","0.014819622","0.11406211"
"departure","0.76754946","0.04815055","0.35522318","-0.0036494746","0.2639549","0.64716053","0.6468386","0.5002992","0.520531","0.013100849","-0.4762189","0.2998837","-0.3043314","-0.24690628","-0.10350473","-0.04424864","-0.27051216","-0.41598964","-0.17859007","0.10492887","0.2346678","0.6265393","-0.056715176","-0.1701855","-0.53933364","-0.5756041","-0.1283055","0.52429944","-0.89109373","0.014737929","-0.7557994","0.23004365"
